id,subject,book_id
10963,Whaling -- Juvenile fiction,21714
11114,Whalers (Persons) -- Juvenile fiction,21714
11168,Robinsonades,21714
1893,"France -- History -- Louis XI, 1461-1483 -- Fiction",57401
2719,Paris (France) -- Fiction,57401
2849,Adventure stories,57401
2849,Adventure stories,55993
7508,Mystery fiction,55993
7649,Jewel thieves -- Fiction,55993
3357,Boy Scouts -- Juvenile fiction,30810
3960,Adventure and adventurers -- Juvenile fiction,30810
2481,Young women -- Fiction,36511
2576,Impostors and imposture -- Fiction,36511
2849,Adventure stories,36511
3239,Spy stories,36511
2849,Adventure stories,20324
4134,Girls -- Juvenile fiction,20324
511,Humorous stories,7197
2536,Bildungsromans,7197
2604,Boys -- Fiction,7197
2614,Male friendship -- Fiction,7197
2849,Adventure stories,7197
3470,Missouri -- Fiction,7197
3967,"Sawyer, Tom (Fictitious character) -- Fiction",7197
5111,Child witnesses -- Fiction,7197
7019,Runaway children -- Fiction,7197
7020,Mississippi River Valley -- Fiction,7197
1414,Conduct of life -- Juvenile fiction,49985
2849,Adventure stories,49985
3245,Pirates -- Juvenile fiction,49985
3388,Sailing -- Juvenile fiction,49985
3544,Kidnapping -- Juvenile fiction,49985
3961,Voyages and travels -- Juvenile fiction,49985
3978,Seafaring life -- Juvenile fiction,49985
4255,Rescues -- Juvenile fiction,49985
5784,Escapes -- Juvenile fiction,49985
7834,Youth -- Conduct of life -- Juvenile fiction,49985
9684,"Virginia -- History -- Colonial period, ca. 1600-1775 -- Juvenile fiction",49985
11145,Courtship -- Juvenile fiction,49985
28972,Redemptioners -- Juvenile fiction,49985
28973,"Teach, Edward, -1718 -- Juvenile fiction",49985
1008,Animals -- Juvenile fiction,13946
1414,Conduct of life -- Juvenile fiction,13946
2849,Adventure stories,13946
3358,Camping -- Juvenile fiction,13946
3961,Voyages and travels -- Juvenile fiction,13946
4254,Natural history -- Juvenile fiction,13946
5589,Maine -- Juvenile fiction,13946
7834,Youth -- Conduct of life -- Juvenile fiction,13946
9069,Outdoor life -- Juvenile fiction,13946
10472,Hunting -- Juvenile fiction,13946
14955,Trails -- Juvenile fiction,13946
2486,Ship captains -- Fiction,33360
2849,Adventure stories,33360
4276,Sailors -- Fiction,33360
5232,Voyages and travels -- Fiction,33360
7772,Slaves -- Fiction,33360
8144,Whales -- Fiction,33360
13175,Cooks -- Fiction,33360
2849,Adventure stories,28418
3245,Pirates -- Juvenile fiction,28418
8790,"Bonnet, Stede, -1718 -- Juvenile fiction",28418
8791,Buccaneers -- Juvenile fiction,28418
1414,Conduct of life -- Juvenile fiction,34488
3245,Pirates -- Juvenile fiction,34488
3389,Yachts -- Juvenile fiction,34488
3960,Adventure and adventurers -- Juvenile fiction,34488
3961,Voyages and travels -- Juvenile fiction,34488
3978,Seafaring life -- Juvenile fiction,34488
4254,Natural history -- Juvenile fiction,34488
4256,Sailors -- Juvenile fiction,34488
7834,Youth -- Conduct of life -- Juvenile fiction,34488
11145,Courtship -- Juvenile fiction,34488
20624,Mediterranean Region -- Description and travel -- Juvenile fiction,34488
115,Sea stories,19539
2849,Adventure stories,19539
6078,Shipwrecks -- Juvenile fiction,19539
12708,Stowaways -- Juvenile fiction,19539
1414,Conduct of life -- Juvenile fiction,50651
2849,Adventure stories,50651
2966,Friendship -- Juvenile fiction,50651
3961,Voyages and travels -- Juvenile fiction,50651
4256,Sailors -- Juvenile fiction,50651
4991,Truthfulness and falsehood -- Juvenile fiction,50651
7834,Youth -- Conduct of life -- Juvenile fiction,50651
28726,Boston (Mass.) -- History -- 19th century -- Juvenile fiction,50651
28727,California -- History -- 1850-1950 -- Juvenile fiction,50651
28728,San Francisco (Calif.) -- History -- 19th century -- Juvenile fiction,50651
28729,Voyages to the Pacific coast -- Juvenile fiction,50651
36,Science fiction,20331
2849,Adventure stories,20331
5831,Castaways -- Fiction,20331
11837,Islands of the Pacific -- Fiction,20331
2822,Adventure and adventurers -- Fiction,26111
3181,Gold mines and mining -- Fiction,26111
6884,Australia -- History -- 19th century -- Fiction,26111
1123,Detective and mystery stories,43765
1414,Conduct of life -- Juvenile fiction,43765
2849,Adventure stories,43765
2930,Twins -- Juvenile fiction,43765
2966,Friendship -- Juvenile fiction,43765
4990,Uncles -- Juvenile fiction,43765
6414,Dime novels,43765
7834,Youth -- Conduct of life -- Juvenile fiction,43765
7835,Diligence -- Juvenile fiction,43765
7836,Success -- Juvenile fiction,43765
11137,Charity -- Juvenile fiction,43765
11770,Theft -- Juvenile fiction,43765
25680,Misers -- Juvenile fiction,43765
25681,Ventriloquists -- Juvenile fiction,43765
2849,Adventure stories,17856
2849,Adventure stories,11609
3564,Treasure troves -- Juvenile fiction,11609
4255,Rescues -- Juvenile fiction,11609
4280,Gold mines and mining -- Juvenile fiction,11609
2849,Adventure stories,53726
3961,Voyages and travels -- Juvenile fiction,53726
11050,Kings and rulers -- Juvenile fiction,53726
11937,Honor -- Juvenile fiction,53726
12671,Conversion -- Christianity -- Juvenile fiction,53726
15040,Saxons -- Juvenile fiction,53726
30796,Isle of Wight (England) -- Juvenile fiction,53726
2849,Adventure stories,8493
16755,Royalists -- France -- Fiction,8493
60,Historical fiction,26143
2849,Adventure stories,26143
3141,Alaska -- Fiction,26143
3142,Travel -- Fiction,26143
3300,Russia -- Fiction,26143
4777,California -- Fiction,26143
3004,Boys -- Juvenile fiction,21106
3558,Brothers and sisters -- Juvenile fiction,21106
3960,Adventure and adventurers -- Juvenile fiction,21106
185,Orphans -- Juvenile fiction,23725
1414,Conduct of life -- Juvenile fiction,23725
2849,Adventure stories,23725
2966,Friendship -- Juvenile fiction,23725
3558,Brothers and sisters -- Juvenile fiction,23725
3961,Voyages and travels -- Juvenile fiction,23725
10955,Vikings -- Juvenile fiction,23725
2849,Adventure stories,39555
19376,English fiction -- Translations into French,39555
3960,Adventure and adventurers -- Juvenile fiction,10954
6546,Aeronautics -- Juvenile fiction,10954
15369,Airplanes -- Juvenile fiction,10954
16179,Women air pilots -- Juvenile fiction,10954
106,Shipwreck survival -- Fiction,20084
2849,Adventure stories,20084
5831,Castaways -- Fiction,20084
12045,Kerguelen Islands -- Fiction,20084
2849,Adventure stories,39399
3564,Treasure troves -- Juvenile fiction,39399
8307,South America -- Juvenile fiction,39399
1123,Detective and mystery stories,42569
2849,Adventure stories,42569
4826,Submarines (Ships) -- Juvenile fiction,42569
6515,Radio -- Juvenile fiction,42569
23390,Diving suits -- Juvenile fiction,42569
1699,Inheritance and succession -- Fiction,27980
2822,Adventure and adventurers -- Fiction,27980
3181,Gold mines and mining -- Fiction,27980
8415,Trappers -- Fiction,27980
8416,Sonora (Mexico : State) -- Fiction,27980
2849,Adventure stories,26677
1414,Conduct of life -- Juvenile fiction,25384
3031,California -- History -- 19th century -- Juvenile fiction,25384
3960,Adventure and adventurers -- Juvenile fiction,25384
4280,Gold mines and mining -- Juvenile fiction,25384
3565,Brothers -- Juvenile fiction,34744
3960,Adventure and adventurers -- Juvenile fiction,34744
3961,Voyages and travels -- Juvenile fiction,34744
4255,Rescues -- Juvenile fiction,34744
10942,Hawaii -- Juvenile fiction,34744
11864,Superstition -- Juvenile fiction,34744
19046,Volcanoes -- Juvenile fiction,34744
20754,Human sacrifice -- Juvenile fiction,34744
20755,"National characteristics, Pacific Island -- Juvenile fiction",34744
20756,Pele (Hawaiian deity) -- Juvenile fiction,34744
1414,Conduct of life -- Juvenile fiction,47008
2849,Adventure stories,47008
4255,Rescues -- Juvenile fiction,47008
5166,Cousins -- Juvenile fiction,47008
6326,Sisters -- Juvenile fiction,47008
7452,Merchants -- Juvenile fiction,47008
7834,Youth -- Conduct of life -- Juvenile fiction,47008
8366,Soldiers -- Juvenile fiction,47008
11064,Courage -- Juvenile fiction,47008
12252,Youth and death -- Juvenile fiction,47008
23290,"Beijing (China) -- History -- Siege, 1900 -- Juvenile fiction",47008
94,Short stories,32686
138,Fantasy fiction,32686
207,Vikings -- Fiction,32686
2849,Adventure stories,32686
115,Sea stories,48458
2849,Adventure stories,48458
4276,Sailors -- Fiction,48458
5831,Castaways -- Fiction,48458
1414,Conduct of life -- Juvenile fiction,54294
2849,Adventure stories,54294
3544,Kidnapping -- Juvenile fiction,54294
7834,Youth -- Conduct of life -- Juvenile fiction,54294
7835,Diligence -- Juvenile fiction,54294
7836,Success -- Juvenile fiction,54294
8375,Mothers and sons -- Juvenile fiction,54294
9089,Ships -- Juvenile fiction,54294
11990,Wealth -- Juvenile fiction,54294
12610,Widows -- Juvenile fiction,54294
25680,Misers -- Juvenile fiction,54294
28726,Boston (Mass.) -- History -- 19th century -- Juvenile fiction,54294
31054,Criminals -- Juvenile fiction,54294
3960,Adventure and adventurers -- Juvenile fiction,23648
8307,South America -- Juvenile fiction,23648
10968,Indians of South America -- Juvenile fiction,23648
10969,Gran Chaco -- Juvenile fiction,23648
94,Short stories,15616
453,Knights and knighthood -- Fiction,15616
2849,Adventure stories,15616
14345,"Gods, Greek -- Fiction",15616
14346,"Gods, Norse -- Fiction",15616
25,Fiction,17335
2849,Adventure stories,17335
2849,Adventure stories,10862
11837,Islands of the Pacific -- Fiction,10862
60,Historical fiction,16041
2849,Adventure stories,16041
453,Knights and knighthood -- Fiction,8165
2487,Love stories,8165
2849,Adventure stories,8165
88,Christian life -- Juvenile fiction,41708
1008,Animals -- Juvenile fiction,41708
1414,Conduct of life -- Juvenile fiction,41708
2849,Adventure stories,41708
5323,Farmers -- Juvenile fiction,41708
5589,Maine -- Juvenile fiction,41708
6078,Shipwrecks -- Juvenile fiction,41708
6530,Missing children -- Juvenile fiction,41708
6638,Aunts -- Juvenile fiction,41708
7834,Youth -- Conduct of life -- Juvenile fiction,41708
11913,Sick -- Juvenile fiction,41708
14175,Invalids -- Juvenile fiction,41708
15106,Youth with disabilities -- Juvenile fiction,41708
138,Fantasy fiction,45975
1414,Conduct of life -- Juvenile fiction,45975
2496,Children -- Conduct of life -- Juvenile fiction,45975
2849,Adventure stories,45975
3961,Voyages and travels -- Juvenile fiction,45975
4212,Princes -- Juvenile fiction,45975
4634,Children with disabilities -- Juvenile fiction,45975
4990,Uncles -- Juvenile fiction,45975
5581,Magic -- Juvenile fiction,45975
7454,Inheritance and succession -- Juvenile fiction,45975
11050,Kings and rulers -- Juvenile fiction,45975
12890,Happiness -- Juvenile fiction,45975
26854,Fairy godmothers -- Juvenile fiction,45975
2849,Adventure stories,20320
11771,Turkey -- Juvenile fiction,20320
2849,Adventure stories,21059
3567,Africa -- Juvenile fiction,21059
115,Sea stories,31037
1701,Fathers and sons -- Fiction,31037
2514,Domestic fiction,31037
2540,Young men -- Fiction,31037
2670,Country life -- Fiction,31037
2696,Scotland -- Fiction,31037
2849,Adventure stories,31037
5704,Oceania -- Fiction,31037
5706,Judges -- Fiction,31037
18221,Schooners -- Fiction,31037
3960,Adventure and adventurers -- Juvenile fiction,28915
3961,Voyages and travels -- Juvenile fiction,28915
9155,Clubs -- Juvenile fiction,28915
1375,"Short stories, American",55723
2849,Adventure stories,55723
5315,Seafaring life -- Fiction,55723
2822,Adventure and adventurers -- Fiction,26669
2849,Adventure stories,54547
12708,Stowaways -- Juvenile fiction,54547
30647,Space travelers -- Juvenile fiction,54547
3960,Adventure and adventurers -- Juvenile fiction,34689
4709,Mystery and detective stories,34689
20568,"Parker, Penny (Fictitious character) -- Juvenile fiction",34689
20569,Women detectives -- Juvenile fiction,34689
3960,Adventure and adventurers -- Juvenile fiction,52017
16540,Fortune -- Juvenile fiction,52017
3357,Boy Scouts -- Juvenile fiction,20327
3960,Adventure and adventurers -- Juvenile fiction,20327
1008,Animals -- Juvenile fiction,58577
1414,Conduct of life -- Juvenile fiction,58577
2849,Adventure stories,58577
2966,Friendship -- Juvenile fiction,58577
3961,Voyages and travels -- Juvenile fiction,58577
4254,Natural history -- Juvenile fiction,58577
6281,Alaska -- Juvenile fiction,58577
7834,Youth -- Conduct of life -- Juvenile fiction,58577
10472,Hunting -- Juvenile fiction,58577
11741,Accidents -- Juvenile fiction,58577
23289,Shooting -- Juvenile fiction,58577
5197,Voyages and travels -- Periodicals,49469
13190,English periodicals,49469
27373,Adventure stories -- Periodicals,49469
28658,"History, Modern -- 20th century -- Periodicals",49469
2849,Adventure stories,34062
3564,Treasure troves -- Juvenile fiction,34062
6546,Aeronautics -- Juvenile fiction,34062
11191,Voyages around the world -- Juvenile fiction,34062
15369,Airplanes -- Juvenile fiction,34062
36,Science fiction,41363
2849,Adventure stories,41363
5831,Castaways -- Fiction,41363
11837,Islands of the Pacific -- Fiction,41363
2849,Adventure stories,43267
9612,Sahara -- Juvenile fiction,43267
25,Fiction,37081
2849,Adventure stories,37081
2487,Love stories,26045
2849,Adventure stories,26045
5114,Lighthouse keepers -- Fiction,26045
5421,"Napoleonic Wars, 1800-1815 -- Fiction",26045
6264,Smuggling -- Fiction,26045
6490,Privateering -- Fiction,26045
6502,Lancashire (England) -- Fiction,26045
2540,Young men -- Fiction,57944
2545,Mate selection -- Fiction,57944
2585,Uncles -- Fiction,57944
2849,Adventure stories,57944
3203,English fiction -- 19th century,57944
4230,England -- Social life and customs -- Fiction,57944
2487,Love stories,27929
2849,Adventure stories,27929
6257,"Great Britain -- History -- Civil War, 1642-1649 -- Fiction",27929
88,Christian life -- Juvenile fiction,56553
3564,Treasure troves -- Juvenile fiction,56553
3960,Adventure and adventurers -- Juvenile fiction,56553
2822,Adventure and adventurers -- Fiction,24630
25881,"Blas, Gil (Fictitious character) -- Fiction",24630
61,Tarzan (Fictitious character) -- Fiction,53984
130,Africa -- Fiction,53984
138,Fantasy fiction,53984
2849,Adventure stories,53984
2851,British -- Africa -- Fiction,53984
2852,Wild men -- Fiction,53984
115,Sea stories,55513
2849,Adventure stories,55513
31616,Sailboats -- Juvenile fiction,55513
31617,Sea Scouts -- Juvenile fiction,55513
1414,Conduct of life -- Juvenile fiction,15546
2849,Adventure stories,15546
3674,"Wit and humor, Juvenile",15546
3961,Voyages and travels -- Juvenile fiction,15546
11057,Families -- Juvenile fiction,15546
14380,Diaries -- Juvenile fiction,15546
14381,Pyramids -- Juvenile fiction,15546
14382,Governors -- Juvenile fiction,15546
130,Africa -- Fiction,53605
2536,Bildungsromans,53605
2849,Adventure stories,53605
115,Sea stories,18399
2849,Adventure stories,18399
3196,Mothers and sons -- Fiction,12677
7259,"McChesney, Emma (Fictitious character) -- Fiction",12677
7260,Traveling sales personnel -- Fiction,12677
7261,Women sales personnel -- Fiction,12677
7262,Businesswomen -- Fiction,12677
11618,"Adventure stories, American",12677
12125,"Domestic fiction, American",12677
2849,Adventure stories,4914
4578,Girls -- Societies and clubs -- Juvenile fiction,4914
5329,Automobiles -- Juvenile fiction,4914
2820,Islands -- Juvenile fiction,46128
2849,Adventure stories,46128
2917,Fishing -- Juvenile fiction,46128
3245,Pirates -- Juvenile fiction,46128
3355,Family -- Juvenile fiction,46128
3961,Voyages and travels -- Juvenile fiction,46128
6078,Shipwrecks -- Juvenile fiction,46128
10472,Hunting -- Juvenile fiction,46128
11168,Robinsonades,46128
11769,Gold -- Juvenile fiction,46128
26953,Utopias -- Juvenile fiction,46128
2849,Adventure stories,35904
4956,Journalists -- Fiction,35904
21307,Latin America -- Politics and government -- Fiction,35904
1414,Conduct of life -- Juvenile fiction,38296
2496,Children -- Conduct of life -- Juvenile fiction,38296
2849,Adventure stories,38296
2966,Friendship -- Juvenile fiction,38296
3388,Sailing -- Juvenile fiction,38296
3961,Voyages and travels -- Juvenile fiction,38296
3978,Seafaring life -- Juvenile fiction,38296
4254,Natural history -- Juvenile fiction,38296
4255,Rescues -- Juvenile fiction,38296
5200,Mountains -- Juvenile fiction,38296
6077,Mutiny -- Juvenile fiction,38296
22697,Whales -- Juvenile fiction,38296
1123,Detective and mystery stories,43301
2849,Adventure stories,43301
3004,Boys -- Juvenile fiction,43301
4252,Adventure and adventurers,16296
4711,"United States -- History -- Civil War, 1861-1865 -- Blockades",16296
2487,Love stories,5142
2849,Adventure stories,5142
4259,Kings and rulers -- Fiction,5142
17707,Graustark (Imaginary place) -- Fiction,5142
17708,"Imaginary places -- Europe, Eastern -- Fiction",5142
1948,"India -- History -- Sepoy Rebellion, 1857-1858 -- Fiction",38449
2849,Adventure stories,38449
3964,British -- India -- Fiction,38449
19814,Mutiny -- India -- Fiction,38449
2849,Adventure stories,41366
6546,Aeronautics -- Juvenile fiction,41366
9867,China -- Juvenile fiction,41366
36,Science fiction,56696
2603,Feminist fiction,56696
2849,Adventure stories,56696
3308,Utopian fiction,56696
32212,North Pole -- Fiction,56696
2487,Love stories,53804
2614,Male friendship -- Fiction,53804
2849,Adventure stories,53804
17708,"Imaginary places -- Europe, Eastern -- Fiction",53804
185,Orphans -- Juvenile fiction,34369
1123,Detective and mystery stories,34369
3960,Adventure and adventurers -- Juvenile fiction,34369
20030,Haunted houses -- Juvenile fiction,34369
20031,Jewel thieves -- Juvenile fiction,34369
2849,Adventure stories,47179
5329,Automobiles -- Juvenile fiction,47179
6414,Dime novels,47179
20031,Jewel thieves -- Juvenile fiction,47179
26919,Mechanics -- Juvenile fiction,47179
1414,Conduct of life -- Juvenile fiction,21716
3245,Pirates -- Juvenile fiction,21716
3960,Adventure and adventurers -- Juvenile fiction,21716
3961,Voyages and travels -- Juvenile fiction,21716
3978,Seafaring life -- Juvenile fiction,21716
4990,Uncles -- Juvenile fiction,21716
11755,"Cables, Submarine -- Juvenile fiction",21716
11756,Electricity -- Juvenile fiction,21716
46,Fantasy literature,39375
88,Christian life -- Juvenile fiction,39375
1414,Conduct of life -- Juvenile fiction,39375
2496,Children -- Conduct of life -- Juvenile fiction,39375
2849,Adventure stories,39375
3244,Fairies -- Juvenile fiction,39375
3355,Family -- Juvenile fiction,39375
3378,Birds -- Juvenile fiction,39375
11050,Kings and rulers -- Juvenile fiction,39375
23276,Christmas trees -- Juvenile fiction,39375
1414,Conduct of life -- Juvenile fiction,21086
2966,Friendship -- Juvenile fiction,21086
3245,Pirates -- Juvenile fiction,21086
3960,Adventure and adventurers -- Juvenile fiction,21086
3961,Voyages and travels -- Juvenile fiction,21086
3978,Seafaring life -- Juvenile fiction,21086
4256,Sailors -- Juvenile fiction,21086
115,Sea stories,26894
2849,Adventure stories,26894
3978,Seafaring life -- Juvenile fiction,26894
2849,Adventure stories,21751
5120,Algeria -- Fiction,21751
3960,Adventure and adventurers -- Juvenile fiction,19311
4134,Girls -- Juvenile fiction,19311
4578,Girls -- Societies and clubs -- Juvenile fiction,19311
11833,Florida -- Juvenile fiction,19311
3960,Adventure and adventurers -- Juvenile fiction,23271
4255,Rescues -- Juvenile fiction,23271
6078,Shipwrecks -- Juvenile fiction,23271
7411,Young men -- Juvenile fiction,23271
11055,Pacific Ocean -- Juvenile fiction,23271
11104,Missionaries -- Juvenile fiction,23271
1123,Detective and mystery stories,33230
2849,Adventure stories,33230
16180,Detectives -- Fiction,33230
1414,Conduct of life -- Juvenile fiction,56408
2496,Children -- Conduct of life -- Juvenile fiction,56408
2849,Adventure stories,56408
11064,Courage -- Juvenile fiction,56408
11735,Hunters -- Juvenile fiction,56408
31374,Letter carriers -- Juvenile fiction,56408
2849,Adventure stories,46271
3958,Indians of North America -- Juvenile fiction,46271
22456,"Superior, Lake -- Juvenile fiction",46271
2849,Adventure stories,42630
3542,Hunting stories,42630
5589,Maine -- Juvenile fiction,42630
16553,Lumber camps -- Juvenile fiction,42630
60,Historical fiction,32567
622,South Africa -- Fiction,32567
2849,Adventure stories,32567
19550,"Zulu Rebellion, 1906 -- Fiction",32567
2487,Love stories,12191
2626,Executions and executioners -- Fiction,12191
2849,Adventure stories,12191
185,Orphans -- Juvenile fiction,13290
1414,Conduct of life -- Juvenile fiction,13290
2516,Young men -- Conduct of life -- Juvenile fiction,13290
2849,Adventure stories,13290
2966,Friendship -- Juvenile fiction,13290
4254,Natural history -- Juvenile fiction,13290
4256,Sailors -- Juvenile fiction,13290
4257,Survival skills -- Juvenile fiction,13290
6638,Aunts -- Juvenile fiction,13290
9069,Outdoor life -- Juvenile fiction,13290
11719,Brazil -- Juvenile fiction,13290
2849,Adventure stories,53448
4709,Mystery and detective stories,53448
20351,Flight attendants -- Juvenile fiction,53448
20569,Women detectives -- Juvenile fiction,53448
30640,"Barr, Vicki (Fictitious character) -- Juvenile fiction",53448
2576,Impostors and imposture -- Fiction,38357
2849,Adventure stories,38357
15639,British -- Russia -- Fiction,38357
22740,Moscow (Russia) -- Fiction,38357
2922,Canoes and canoeing -- Juvenile fiction,20849
3565,Brothers -- Juvenile fiction,20849
3957,"Creek War, 1813-1814 -- Juvenile fiction",20849
3958,Indians of North America -- Juvenile fiction,20849
3959,Famines -- Juvenile fiction,20849
3960,Adventure and adventurers -- Juvenile fiction,20849
3961,Voyages and travels -- Juvenile fiction,20849
2619,Arab countries -- Fiction,25620
3960,Adventure and adventurers -- Juvenile fiction,25620
767,"War stories, English",49584
5421,"Napoleonic Wars, 1800-1815 -- Fiction",49584
6944,"Adventure stories, English",49584
7447,"France -- History, Military -- 19th century -- Fiction",49584
2849,Adventure stories,38693
3243,Pirates -- Fiction,38693
3248,Treasure troves -- Fiction,38693
3338,Mesmerism -- Fiction,38693
3564,Treasure troves -- Juvenile fiction,19295
3960,Adventure and adventurers -- Juvenile fiction,19295
4134,Girls -- Juvenile fiction,19295
4578,Girls -- Societies and clubs -- Juvenile fiction,19295
4709,Mystery and detective stories,19295
11977,Brigands and robbers -- Juvenile fiction,19295
1739,Australia -- Juvenile fiction,58132
2849,Adventure stories,58132
3004,Boys -- Juvenile fiction,58132
36,Science fiction,32359
2849,Adventure stories,32359
60,Historical fiction,26395
2849,Adventure stories,26395
3141,Alaska -- Fiction,26395
3142,Travel -- Fiction,26395
3300,Russia -- Fiction,26395
4777,California -- Fiction,26395
3960,Adventure and adventurers -- Juvenile fiction,23370
3978,Seafaring life -- Juvenile fiction,23370
3979,Ship captains -- Juvenile fiction,23370
4256,Sailors -- Juvenile fiction,23370
9575,France -- Juvenile fiction,23370
10472,Hunting -- Juvenile fiction,23370
2849,Adventure stories,50816
3895,Eskimos -- Juvenile fiction,50816
26604,Royal Canadian Mounted Police -- Juvenile fiction,50816
3960,Adventure and adventurers -- Juvenile fiction,34691
4709,Mystery and detective stories,34691
20568,"Parker, Penny (Fictitious character) -- Juvenile fiction",34691
20569,Women detectives -- Juvenile fiction,34691
2849,Adventure stories,19607
4134,Girls -- Juvenile fiction,19607
2849,Adventure stories,53281
4134,Girls -- Juvenile fiction,53281
11896,"Great Britain -- History -- Mary I, 1553-1558 -- Juvenile fiction",53281
3960,Adventure and adventurers -- Juvenile fiction,30428
4990,Uncles -- Juvenile fiction,30428
9069,Outdoor life -- Juvenile fiction,30428
10472,Hunting -- Juvenile fiction,30428
2849,Adventure stories,34487
3958,Indians of North America -- Juvenile fiction,34487
3961,Voyages and travels -- Juvenile fiction,34487
4671,Canada -- Juvenile fiction,34487
6078,Shipwrecks -- Juvenile fiction,34487
8445,Slavery -- Juvenile fiction,34487
11048,Frontier and pioneer life -- Canada -- Juvenile fiction,34487
20622,Blacks -- Juvenile fiction,34487
20623,Frontier and pioneer life -- United States -- Juvenile fiction,34487
1008,Animals -- Juvenile fiction,13980
3960,Adventure and adventurers -- Juvenile fiction,13980
7362,Monkeys -- Juvenile fiction,13980
2849,Adventure stories,47411
3967,"Sawyer, Tom (Fictitious character) -- Fiction",47411
3968,Balloon ascensions -- Fiction,47411
3969,Americans -- Foreign countries -- Fiction,47411
1123,Detective and mystery stories,481
2849,Adventure stories,481
4809,Crime -- Fiction,481
4810,Theft -- Fiction,481
1008,Animals -- Juvenile fiction,6141
1414,Conduct of life -- Juvenile fiction,6141
2493,Boys -- Conduct of life -- Juvenile fiction,6141
3544,Kidnapping -- Juvenile fiction,6141
3568,Fathers and sons -- Juvenile fiction,6141
3674,"Wit and humor, Juvenile",6141
3958,Indians of North America -- Juvenile fiction,6141
3960,Adventure and adventurers -- Juvenile fiction,6141
3961,Voyages and travels -- Juvenile fiction,6141
9069,Outdoor life -- Juvenile fiction,6141
12376,Cowboys -- Juvenile fiction,6141
17489,Train robberies -- Juvenile fiction,6141
17490,Ransom -- Juvenile fiction,6141
2849,Adventure stories,44862
3355,Family -- Juvenile fiction,44862
4709,Mystery and detective stories,44862
8423,Best friends -- Juvenile fiction,44862
15299,Young women -- Social life and customs -- Juvenile fiction,44862
16179,Women air pilots -- Juvenile fiction,44862
94,Short stories,40832
2849,Adventure stories,40832
3292,"Africa, North -- Fiction",40832
11039,Sahara -- Fiction,40832
24069,Tuaregs -- Fiction,40832
1123,Detective and mystery stories,42545
2849,Adventure stories,42545
6515,Radio -- Juvenile fiction,42545
9266,West Indies -- Juvenile fiction,42545
22340,Guyana -- Juvenile fiction,42545
1948,"India -- History -- Sepoy Rebellion, 1857-1858 -- Fiction",33075
2849,Adventure stories,33075
3964,British -- India -- Fiction,33075
19814,Mutiny -- India -- Fiction,33075
293,Western stories,57831
2849,Adventure stories,57831
14774,French fiction -- Translations into Finnish,57831
1414,Conduct of life -- Juvenile fiction,23498
3245,Pirates -- Juvenile fiction,23498
3960,Adventure and adventurers -- Juvenile fiction,23498
3961,Voyages and travels -- Juvenile fiction,23498
3978,Seafaring life -- Juvenile fiction,23498
4256,Sailors -- Juvenile fiction,23498
8446,Slaves -- Juvenile fiction,23498
11011,"Africa, West -- Juvenile fiction",23498
130,Africa -- Fiction,2730
2849,Adventure stories,2730
3251,Hunting guides -- Fiction,2730
3253,"Quatermain, Allan (Fictitious character) -- Fiction",2730
2495,Schools -- Juvenile fiction,56231
2849,Adventure stories,56231
3358,Camping -- Juvenile fiction,56231
3388,Sailing -- Juvenile fiction,56231
3961,Voyages and travels -- Juvenile fiction,56231
4257,Survival skills -- Juvenile fiction,56231
11173,Boarding school students -- Juvenile fiction,56231
31973,Cooperativeness -- Juvenile fiction,56231
31974,Grand Pré (N.S.) -- Juvenile fiction,56231
1414,Conduct of life -- Juvenile fiction,23371
2820,Islands -- Juvenile fiction,23371
2922,Canoes and canoeing -- Juvenile fiction,23371
2966,Friendship -- Juvenile fiction,23371
3245,Pirates -- Juvenile fiction,23371
3960,Adventure and adventurers -- Juvenile fiction,23371
4254,Natural history -- Juvenile fiction,23371
10472,Hunting -- Juvenile fiction,23371
11072,Hermits -- Juvenile fiction,23371
11073,Murder -- Juvenile fiction,23371
11074,Malay Archipelago -- Juvenile fiction,23371
11075,Krakatoa (Indonesia) -- Juvenile fiction,23371
3564,Treasure troves -- Juvenile fiction,32084
3565,Brothers -- Juvenile fiction,32084
3960,Adventure and adventurers -- Juvenile fiction,32084
19318,Americans -- Oceania -- Juvenile fiction,32084
19319,South Pacific Ocean -- Juvenile fiction,32084
2849,Adventure stories,43786
8458,"Great Britain -- History -- Elizabeth, 1558-1603 -- Juvenile fiction",43786
1008,Animals -- Juvenile fiction,16805
1414,Conduct of life -- Juvenile fiction,16805
1415,Children's stories,16805
2849,Adventure stories,16805
3961,Voyages and travels -- Juvenile fiction,16805
4254,Natural history -- Juvenile fiction,16805
13868,"India -- History -- Sepoy Rebellion, 1857-1858 -- Juvenile fiction",16805
115,Sea stories,38222
2849,Adventure stories,38222
3245,Pirates -- Juvenile fiction,38222
19900,"Great Britain -- History -- James II, 1685-1688 -- Juvenile fiction",38222
2849,Adventure stories,46588
3570,New York (N.Y.) -- Juvenile fiction,46588
25,Fiction,48297
2849,Adventure stories,48297
2849,Adventure stories,4789
5541,Florida -- Fiction,4789
7508,Mystery fiction,4789
17747,Everglades (Fla.) -- Fiction,4789
1414,Conduct of life -- Juvenile fiction,20132
2849,Adventure stories,20132
3961,Voyages and travels -- Juvenile fiction,20132
4826,Submarines (Ships) -- Juvenile fiction,20132
6227,Students -- Juvenile fiction,20132
